"","index","word"
"1257",1257,"end"
"1258",1258,"dinner"
"1259",1259,"companions"
"1260",1260,"ground"
"1261",1261,"smeared"
"1262",1262,"tracked"
"1263",1263,"everywhere"
"1264",1264,"pile"
"1265",1265,"bird"
"1266",1266,"poop"
"1267",1267,"furthermore"
"1268",1268,"operation"
"1269",1269,"website"
"1270",1270,"we've"
"1271",1271,"mistake"
"1272",1272,"expert"
"1273",1273,"connisseur"
"1274",1274,"topic"
"1275",1275,"jerk"
"1276",1276,"strike"
"1277",1277,"wants"
"1278",1278,"rushed"
"1279",1279,"nicest"
"1280",1280,"owners"
"1281",1281,"across"
"1282",1282,"biscuits"
"1283",1283,"appetizer"
"1284",1284,"40"
"1285",1285,"absolutley"
"1286",1286,"awkward"
"1287",1287,"1.5lb"
"1288",1288,"cow"
"1289",1289,"4ths"
"1290",1290,"gristle"
"1291",1291,"fat"
"1292",1292,"steiners"
"1293",1293,"bar"
"1294",1294,"dollars"
"1295",1295,"anyway"
"1296",1296,"fs"
"1297",1297,"week"
"1298",1298,"mention"
"1299",1299,"combination"
"1300",1300,"pears"
"1301",1301,"almonds"
